year,title,studios,authors,themes,genres,tags,bangumi_tags,extra_tags,active,bgm_subject_id,bgm_url,matched_name_cn,matched_name,match_score,match_level
2025,我们不可能成为恋人！绝对不行,集英社|高橋将大|川本小夜|蒲池証悟|森未来|肥沼健介|田中楓|磯部柾希,みかみてれん,百合|后宫|校园|喜剧|恋爱|搞笑|日常|真百合|青春|伪后宫,百合|后宫|校园|喜剧|恋爱|搞笑,百合|后宫|校园|喜剧|恋爱|搞笑|日常|真百合|青春|伪后宫|2025年7月|TV|studioMOTHER|轻小说改|小说改|日本|轻改|内沼菜摘|BB|荒川稔久|2025年|真百|粉毛|女同|恋人不行|党争|7月|2020s|studio_MOTHER,百合|后宫|校园|喜剧|恋爱|2025年7月|TV|studioMOTHER|轻小说改|小说改|搞笑|日本|轻改|内沼菜摘|日常|BB|荒川稔久|2025年|真百合|青春|真百|粉毛|女同|恋人不行|伪后宫|党争|7月|2020s|studio_MOTHER,,true,524707,https://bgm.tv/subject/524707,我们不可能成为恋人！绝对不行。 (※似乎可行？),わたしが恋人になれるわけないじゃん、ムリムリ！（※ムリじゃなかった!?）,116.25,medium
2025,时光荏苒饭菜依旧,ABCアニメーション|名古屋テレビ|TOKYO MX|日本BS放送|ムービック|P.A.WORKS）|松坂なつき,team apa,美食|日常|轻百合|百合|治愈|校园|搞笑|萌|青春|萌系|萌豚,美食|日常|轻百合|百合|治愈|校园,美食|日常|轻百合|百合|治愈|校园|搞笑|萌|青春|萌系|萌豚|原创|P.A.WORKS|2025年4月|TV|日本|轻百|川面真也|春水融|比企能博|2025年|无法预测的命运之舞台|社团|原创动画|4月|青山吉能|芳文社|追番|2020s,原创|美食|P.A.WORKS|日常|2025年4月|TV|轻百合|日本|轻百|百合|治愈|川面真也|春水融|校园|比企能博|2025年|搞笑|萌|青春|无法预测的命运之舞台|萌系|萌豚|社团|原创动画|4月|青山吉能|芳文社|追番|2020s,,true,531159,https://bgm.tv/subject/531159,时光流逝，饭菜依旧美味,日々は過ぎれど飯うまし,66.67,low
2025,明天，美食广场见,フードコートで|ムービック|BS日本|AT-X|TOKYO MX|茶畑満里奈,成家慎一郎,日常|百合|搞笑|校园|轻百合|治愈|美食|奇幻|喜剧,日常|百合|搞笑|校园|轻百合|治愈,日常|百合|搞笑|校园|轻百合|治愈|美食|奇幻|喜剧|漫画改|2025年7月|TV|花田十辉|AtelierPontdarc|日本|漫改|JK|古贺一臣|2025年|空气系|轻百|古賀一臣|吐槽|花田十輝|7月|青山吉能|Atelier_Pontdarc|TVA|成家慎一郎,日常|漫画改|2025年7月|TV|花田十辉|百合|AtelierPontdarc|搞笑|日本|漫改|校园|JK|轻百合|古贺一臣|2025年|治愈|空气系|轻百|古賀一臣|吐槽|花田十輝|7月|美食|青山吉能|奇幻|Atelier_Pontdarc|TVA|成家慎一郎|喜剧,,true,528438,https://bgm.tv/subject/528438,明天，美食广场见。,フードコートで、また明日。,128.33,high
2025,更衣人偶,CloverWorks|スクウェア|エニックス|ムービック|TOKYO MX|日本BS放送|スタジオマウス）,福田晋一（掲載「ヤングガンガン」スクウェア|エニックス刊）,恋爱|校园|日常|搞笑|青春|治愈,恋爱|校园|日常|搞笑|青春|治愈,恋爱|校园|日常|搞笑|青春|治愈|CloverWorks|漫画改|2022年1月|TV|漫改|cosplay|卖肉|梅原翔太|日本|篠原啓輔|福田晋一|青年向|纯爱|更衣人偶坠入爱河|筱原启辅|福利|2022年|冨田頼子|日本动画|その着せ替え人形は恋をする|辣妹|肉|TVA,恋爱|CloverWorks|校园|漫画改|2022年1月|日常|TV|漫改|cosplay|卖肉|搞笑|梅原翔太|日本|篠原啓輔|福田晋一|青春|青年向|纯爱|更衣人偶坠入爱河|筱原启辅|福利|2022年|冨田頼子|治愈|日本动画|その着せ替え人形は恋をする|辣妹|肉|TVA,,true,333158,https://bgm.tv/subject/333158,更衣人偶坠入爱河,その着せ替え人形は恋をする,101.67,medium
2025,末日后酒店,日本テレビ|竹書房|サミー|平山涼香|CygamesPictures,,科幻|治愈|奇幻|日常|搞笑|喜剧,科幻|治愈|奇幻|日常|搞笑|喜剧,科幻|治愈|奇幻|日常|搞笑|喜剧|原创|2025年4月|CygamesPictures|末世|TV|日本|催泪|春藤佳奈|村越繁|2025年|无法预测的命运之舞台|单元剧|4月|电波|机器人|神作|原创动画|漫画改|key|游戏改|Air|京阿尼|末日后酒店,原创|科幻|2025年4月|CygamesPictures|末世|治愈|TV|奇幻|日常|日本|搞笑|催泪|春藤佳奈|村越繁|2025年|无法预测的命运之舞台|单元剧|4月|喜剧|电波|机器人|神作|原创动画|漫画改|key|游戏改|Air|京阿尼|末日后酒店,,true,509986,https://bgm.tv/subject/509986,末日后酒店,アポカリプスホテル,215.00,high
2025,狼与香辛料,メディアワークス|角川映画|ムービック|イマジン|フライングドッグ|JVCエンタテインメント|井上裕香子,支倉凍砂（メディアワークス|電撃文庫刊）,萌狼|治愈|治愈系|奇幻|恋爱|日常,萌狼|治愈|治愈系|奇幻|恋爱|日常,萌狼|治愈|治愈系|奇幻|恋爱|日常|狼と香辛料|轻小说改|TV|小清水亚美|2008年1月|福山润|经济|轻小说|IMAGIN|轻改|电击文库|小说改|日本|公路片|旅行|狼|狼与香辛料|高桥丈夫|高橋丈夫|神|公路|2008年|咱,狼と香辛料|萌狼|轻小说改|TV|小清水亚美|治愈|2008年1月|治愈系|福山润|经济|轻小说|IMAGIN|奇幻|轻改|电击文库|恋爱|小说改|日本|公路片|旅行|狼|狼与香辛料|高桥丈夫|日常|高橋丈夫|神|公路|2008年|咱,,true,282,https://bgm.tv/subject/282,狼与香辛料,狼と香辛料,215.00,high
2025,琉璃的宝石,KADOKAWA|TOKYO MX|日本BS放送|AT-X|フリュー|ムービック|ビットグルーヴプロモーション|山内真治,渋谷圭一郎,日常|轻百合|百合|治愈|萌|校园|搞笑|萌豚|萌系,日常|轻百合|百合|治愈|萌|校园,日常|轻百合|百合|治愈|萌|校园|搞笑|萌豚|萌系|科普|StudioBind|漫画改|2025年7月|TV|矿物|藤井慎吾|日本|漫改|横手美智子|2025年|TVA|轻百|CygamesPictures|琉璃的宝石|スタジオバインド|季番|7月|地质|日本动画,科普|StudioBind|日常|漫画改|2025年7月|TV|矿物|轻百合|藤井慎吾|日本|漫改|百合|治愈|横手美智子|2025年|TVA|萌|轻百|CygamesPictures|校园|琉璃的宝石|スタジオバインド|搞笑|季番|萌豚|7月|地质|日本动画|萌系,,true,512190,https://bgm.tv/subject/512190,琉璃的宝石,瑠璃の宝石,215.00,high
2025,石纪元,トムス|エンタテインメント|8PAN,稲垣理一郎|Boichi,热血|科幻|战斗|搞笑|奇幻|冒险,热血|科幻|战斗|搞笑|奇幻|冒险,热血|科幻|战斗|搞笑|奇幻|冒险|科学|漫画改|2019年7月|TV|漫改|JUMP|TMS|新石纪|日本|小林裕介|飯野慎也|科普|种田|石纪元|日本动画|TMSEntertainment|饭野慎也|智斗|古川慎|2019年|半年番|TMS_Entertainment|トムス・エンタテインメント,热血|科学|漫画改|2019年7月|TV|科幻|漫改|JUMP|战斗|TMS|搞笑|新石纪|日本|小林裕介|飯野慎也|科普|奇幻|种田|石纪元|日本动画|TMSEntertainment|冒险|饭野慎也|智斗|古川慎|2019年|半年番|TMS_Entertainment|トムス・エンタテインメント,,true,266794,https://bgm.tv/subject/266794,石纪元,Dr.STONE,215.00,high
2025,碧蓝之海,エンターテイメント|avex pictures|講談社|ジェイアール東日本企画|毎日放送|ゼロジー|キュー|テック,井上堅二|吉岡公威,搞笑|日常|校园|青春|恋爱|运动|喜剧,搞笑|日常|校园|青春|恋爱|运动,搞笑|日常|校园|青春|恋爱|运动|喜剧|颜艺|漫画改|2018年7月|A-1Pictures|TV|碧蓝之海|漫改|爆笑|潜水动画|ZERO-G|高松信司|日本|青年向|沙雕|内田雄馬|井上坚二|2018年|潜水|社团|神作|井上堅二|木村良平,搞笑|颜艺|漫画改|2018年7月|A-1Pictures|TV|日常|碧蓝之海|漫改|爆笑|校园|潜水动画|ZERO-G|高松信司|日本|青春|青年向|恋爱|运动|沙雕|内田雄馬|喜剧|井上坚二|2018年|潜水|社团|神作|井上堅二|木村良平,,true,235130,https://bgm.tv/subject/235130,碧蓝之海,ぐらんぶる,215.00,high
2025,胆大党,サイエンスSARU|集英社|電通|Aniplex|小学館集英社プロダクション|行田健太郎|堀内萌|大好誠,龍幸伸,战斗|奇幻|科幻|搞笑|恋爱|校园|热血|超能力|青春,战斗|奇幻|科幻|搞笑|恋爱|校园,战斗|奇幻|科幻|搞笑|恋爱|校园|热血|超能力|青春|漫画改|2024年10月|ScienceSARU|TV|牛尾宪辅|怪谈|日本|漫改|猎奇|山代风我|濑古浩司|少年向|山代風我|胆大党|2024年|若山诗音|科学猴|瀬古浩司|JUMP|サイエンスSARU,战斗|漫画改|奇幻|2024年10月|ScienceSARU|TV|牛尾宪辅|怪谈|日本|漫改|猎奇|科幻|山代风我|搞笑|恋爱|濑古浩司|少年向|校园|热血|山代風我|超能力|胆大党|2024年|若山诗音|科学猴|瀬古浩司|青春|JUMP|サイエンスSARU,,true,467461,https://bgm.tv/subject/467461,胆大党,ダンダダン,215.00,high
2025,超超超超超喜欢你的100个女朋友,集英社|网易游戏|バンダイナムコミュージックライブ|ブシロード|ムービック|臼倉竜太郎,中村力斗|野澤ゆき子,后宫|恋爱|搞笑|校园|日常|恋爱喜剧|喜剧|百合|奇幻,后宫|恋爱|搞笑|校园|日常|恋爱喜剧,后宫|恋爱|搞笑|校园|日常|恋爱喜剧|喜剧|百合|奇幻|2023年10月|漫画改|逆天|TV|BiburyAnimationStudios|漫改|倒贴|日本|佐藤光|矢野茜|Bibury|2023年|纯爱|超超超超超喜欢你的100个女朋友|2023年7月|バイブリーアニメーションスタジオ|抽象|卖肉|TVA|青岛崇,后宫|恋爱|搞笑|2023年10月|漫画改|逆天|TV|校园|BiburyAnimationStudios|漫改|倒贴|日常|日本|佐藤光|矢野茜|Bibury|2023年|纯爱|恋爱喜剧|喜剧|百合|奇幻|超超超超超喜欢你的100个女朋友|2023年7月|バイブリーアニメーションスタジオ|抽象|卖肉|TVA|青岛崇,,true,424379,https://bgm.tv/subject/424379,超超超超超喜欢你的100个女朋友,君のことが大大大大大好きな100人の彼女,215.00,high
2025,辉夜大小姐想让我告白,,赤坂アカ,恋爱|校园|搞笑|日常|喜剧|最佳恋爱喜剧从头强到尾？,恋爱|校园|搞笑|日常|喜剧|最佳恋爱喜剧从头强到尾？,恋爱|校园|搞笑|日常|喜剧|最佳恋爱喜剧从头强到尾？|剧场版|A-1Pictures|漫画改|未定档|辉夜大小姐想让我告白|赤坂明|日本|原创|漫改|续作|畠山守|TV|A-1_Pictures|待定|还没上|日番|未确定|羽岡佳|かぐや様は告らせたい|Aniplex|輝夜姬想讓人告白|续篇|A1社|拉扯,剧场版|A-1Pictures|恋爱|漫画改|校园|未定档|辉夜大小姐想让我告白|赤坂明|日本|原创|搞笑|漫改|日常|续作|畠山守|TV|喜剧|A-1_Pictures|待定|还没上|日番|未确定|最佳恋爱喜剧从头强到尾？|羽岡佳|かぐや様は告らせたい|Aniplex|輝夜姬想讓人告白|续篇|A1社|拉扯,,true,619013,https://bgm.tv/subject/619013,辉夜大小姐想让我告白 完结篇,かぐや様は告らせたい 完結編,121.96,high
2025,金牌得主,飯島哲|講談社|KADOKAWA|水鳥智栄子,つるまいかだ|金井暁|矢島真理子|川村豊|中根伊槻,运动|热血|治愈|青春|日常|搞笑,运动|热血|治愈|青春|日常|搞笑,运动|热血|治愈|青春|日常|搞笑|漫画改|2025年1月|花田十辉|TV|Engi|滑冰|竞技|日本|花样滑冰|漫改|萝莉|花田十輝|山本靖贵|励志|成长|山本靖貴|2025年|2025冬|金牌得主|动画|花滑|黑马|催泪,运动|漫画改|2025年1月|花田十辉|TV|Engi|滑冰|竞技|日本|花样滑冰|漫改|萝莉|花田十輝|山本靖贵|励志|热血|治愈|青春|成长|山本靖貴|2025年|2025冬|日常|金牌得主|动画|花滑|搞笑|黑马|催泪,,true,430699,https://bgm.tv/subject/430699,金牌得主,メダリスト,215.00,high
2025,间谍过家家,WIT STUDIO×CloverWorks|集英社|テレビ東京|WIT STUDIO|CloverWorks|小学館集英社プロダクション|高橋亜希人|大浦俊将,遠藤達哉,搞笑|日常|家庭喜剧|治愈|战斗|喜剧|恋爱|萌|校园|超能力,搞笑|日常|家庭喜剧|治愈|战斗|喜剧,搞笑|日常|家庭喜剧|治愈|战斗|喜剧|恋爱|萌|校园|超能力|WITSTUDIO|CloverWorks|漫画改|2022年4月|TV|漫改|古桥一浩|日本|远藤达哉|间谍过家家|古橋一浩|家庭|2022年|早见沙织|种崎敦美|亲情|WIT_STUDIO|间谍|养女儿,搞笑|日常|WITSTUDIO|家庭喜剧|CloverWorks|漫画改|2022年4月|TV|漫改|治愈|古桥一浩|日本|远藤达哉|间谍过家家|古橋一浩|战斗|家庭|喜剧|2022年|恋爱|萌|早见沙织|校园|种崎敦美|亲情|WIT_STUDIO|间谍|超能力|养女儿,,true,329906,https://bgm.tv/subject/329906,间谍过家家,SPY×FAMILY,215.00,high
2025,雨と君と,堀岡喜典|NBCユニバーサル|エンターテイメント|講談社|Crunchyroll|ジェイアール東日本企画|テレビ朝日|フリュー,二階堂幸,日常|治愈|萌|搞笑|奇幻|萌宠,日常|治愈|萌|搞笑|奇幻|萌宠,日常|治愈|萌|搞笑|奇幻|萌宠|2025年7月|漫画改|TV|Lesprit|日本|早見沙織|漫改|日本动画|月见里智弘|二階堂幸|TVA|2025夏|动物|2025年|横手美智子|早见沙织|待田堂子|宠物|7月|月見里智弘|レスプリ|表番|可爱,日常|2025年7月|治愈|漫画改|TV|Lesprit|日本|早見沙織|漫改|日本动画|月见里智弘|二階堂幸|TVA|2025夏|动物|2025年|萌|横手美智子|早见沙织|待田堂子|宠物|搞笑|奇幻|萌宠|7月|月見里智弘|レスプリ|表番|可爱,,true,509062,https://bgm.tv/subject/509062,和雨和你,雨と君と,215.00,high
